,0
41523,negative
41524,negative
41525,positive
41526,negative
41527,negative
41528,positive
41529,negative
41530,positive
41531,negative
41532,negative
41533,positive
41534,negative
41535,negative
41536,positive
41537,negative
41538,negative
41539,negative
41540,negative
41541,positive
41542,negative
41543,positive
41544,negative
41545,positive
41546,positive
41547,positive
41548,negative
41549,negative
41550,negative
41551,negative
41552,positive
41553,positive
41554,positive
41555,negative
41556,negative
41557,negative
41558,negative
41559,negative
41560,negative
41561,negative
41562,negative
41563,negative
41564,positive
41565,negative
41566,positive
41567,negative
41568,positive
41569,negative
41570,positive
41571,positive
41572,positive
41573,positive
41574,negative
41575,negative
41576,negative
41577,negative
41578,positive
41579,positive
41580,negative
41581,positive
41582,negative
41583,positive
41584,negative
41585,negative
41586,negative
41587,positive
41588,negative
41589,negative
41590,negative
41591,negative
41592,positive
41593,negative
41594,positive
41595,positive
41596,negative
41597,positive
41598,negative
41599,negative
41600,positive
41601,negative
41602,positive
41603,positive
41604,negative
41605,positive
41606,negative
41607,positive
41608,positive
41609,positive
41610,negative
41611,positive
41612,negative
41613,positive
41614,negative
41615,positive
41616,positive
41617,negative
41618,positive
41619,negative
41620,negative
41621,positive
41622,negative
41623,positive
41624,positive
41625,negative
41626,positive
41627,positive
41628,negative
41629,negative
41630,negative
41631,negative
41632,positive
41633,negative
41634,positive
41635,positive
41636,positive
41637,positive
41638,positive
41639,negative
41640,negative
41641,negative
41642,positive
41643,positive
41644,negative
41645,positive
41646,negative
41647,positive
41648,negative
41649,positive
41650,negative
41651,positive
41652,negative
41653,negative
41654,positive
41655,positive
41656,negative
41657,negative
41658,negative
41659,positive
41660,positive
41661,negative
41662,positive
41663,negative
41664,positive
41665,positive
41666,negative
41667,negative
41668,negative
41669,negative
41670,positive
41671,positive
41672,positive
41673,negative
41674,negative
41675,positive
41676,negative
41677,positive
41678,positive
41679,positive
41680,positive
41681,negative
41682,negative
41683,positive
41684,positive
41685,negative
41686,positive
41687,negative
41688,negative
41689,negative
41690,negative
41691,negative
41692,negative
41693,positive
41694,negative
41695,negative
41696,positive
41697,positive
41698,negative
41699,negative
41700,negative
41701,positive
41702,positive
41703,negative
41704,positive
41705,positive
41706,negative
41707,positive
41708,negative
41709,positive
41710,positive
41711,negative
41712,negative
41713,negative
41714,positive
41715,negative
41716,positive
41717,negative
41718,positive
41719,negative
41720,positive
41721,negative
41722,positive
41723,negative
41724,positive
41725,negative
41726,negative
41727,positive
41728,positive
41729,negative
41730,negative
41731,negative
41732,negative
41733,positive
41734,negative
41735,positive
41736,positive
41737,negative
41738,positive
41739,negative
41740,positive
41741,negative
41742,positive
41743,negative
41744,negative
41745,positive
41746,positive
41747,positive
41748,positive
41749,negative
41750,positive
41751,positive
41752,negative
41753,positive
41754,positive
41755,negative
41756,positive
41757,positive
41758,negative
41759,positive
41760,positive
41761,negative
41762,positive
41763,positive
41764,positive
41765,negative
41766,positive
41767,negative
41768,positive
41769,negative
41770,negative
41771,negative
41772,positive
41773,negative
41774,positive
41775,negative
41776,positive
41777,negative
41778,negative
41779,positive
41780,negative
41781,negative
41782,positive
41783,negative
41784,positive
41785,positive
41786,positive
41787,negative
41788,positive
41789,negative
41790,positive
41791,negative
41792,positive
41793,positive
41794,negative
41795,positive
41796,positive
41797,negative
41798,negative
41799,negative
41800,positive
41801,positive
41802,positive
41803,positive
41804,negative
41805,negative
41806,negative
41807,positive
41808,positive
41809,positive
41810,positive
41811,negative
41812,negative
41813,positive
41814,negative
41815,negative
41816,positive
41817,negative
41818,negative
41819,negative
41820,negative
41821,positive
41822,negative
41823,positive
41824,positive
41825,positive
41826,positive
41827,positive
41828,positive
41829,negative
41830,negative
41831,positive
41832,negative
41833,negative
41834,negative
41835,positive
41836,positive
41837,negative
41838,negative
41839,negative
41840,positive
41841,negative
41842,positive
41843,positive
41844,positive
41845,positive
41846,positive
41847,negative
41848,positive
41849,negative
41850,negative
41851,positive
41852,negative
41853,negative
41854,positive
41855,positive
41856,positive
41857,positive
41858,negative
41859,positive
41860,positive
41861,positive
41862,positive
41863,negative
41864,positive
41865,positive
41866,negative
41867,positive
41868,negative
41869,positive
41870,negative
41871,negative
41872,positive
41873,positive
41874,positive
41875,positive
41876,positive
41877,positive
41878,positive
41879,positive
41880,negative
41881,negative
41882,negative
41883,negative
41884,positive
41885,negative
41886,negative
41887,negative
41888,negative
41889,negative
41890,negative
41891,positive
41892,negative
41893,negative
41894,positive
41895,positive
41896,positive
41897,negative
41898,positive
41899,positive
41900,positive
41901,negative
41902,positive
41903,positive
41904,positive
41905,positive
41906,positive
41907,positive
41908,positive
41909,positive
41910,positive
41911,positive
41912,negative
41913,positive
41914,positive
41915,positive
41916,negative
41917,negative
41918,negative
41919,positive
41920,negative
41921,negative
41922,positive
41923,positive
41924,positive
41925,positive
41926,negative
41927,positive
41928,negative
41929,positive
41930,negative
41931,negative
41932,negative
41933,positive
41934,positive
41935,negative
41936,positive
41937,positive
41938,negative
41939,negative
41940,negative
41941,positive
41942,negative
41943,negative
41944,negative
41945,positive
41946,positive
41947,positive
41948,negative
41949,negative
41950,negative
41951,negative
41952,positive
41953,negative
41954,positive
41955,negative
41956,positive
41957,negative
41958,positive
41959,negative
41960,negative
41961,negative
41962,positive
41963,positive
41964,positive
41965,positive
41966,negative
41967,negative
41968,negative
41969,positive
41970,negative
41971,negative
41972,negative
41973,positive
41974,positive
41975,negative
41976,positive
41977,positive
41978,positive
41979,positive
41980,positive
41981,positive
41982,positive
41983,negative
41984,negative
41985,positive
41986,positive
41987,positive
41988,positive
41989,negative
41990,positive
41991,positive
41992,positive
41993,negative
41994,negative
41995,positive
41996,positive
41997,positive
41998,negative
41999,negative
42000,negative
42001,positive
42002,negative
42003,positive
42004,positive
42005,negative
42006,positive
42007,negative
42008,negative
42009,positive
42010,positive
42011,positive
42012,positive
42013,negative
42014,negative
42015,positive
42016,positive
42017,positive
42018,negative
42019,positive
42020,negative
42021,positive
42022,positive
42023,positive
42024,negative
42025,negative
42026,positive
42027,negative
42028,negative
42029,negative
42030,positive
42031,positive
42032,positive
42033,negative
42034,negative
42035,positive
42036,positive
42037,positive
42038,negative
42039,negative
42040,negative
42041,negative
42042,positive
42043,negative
42044,negative
42045,negative
42046,positive
42047,negative
42048,negative
42049,positive
42050,negative
42051,negative
42052,negative
42053,negative
42054,negative
42055,positive
42056,positive
42057,positive
42058,negative
42059,positive
42060,negative
42061,positive
42062,negative
42063,positive
42064,positive
42065,positive
42066,positive
42067,negative
42068,negative
42069,negative
42070,negative
42071,negative
42072,negative
42073,positive
42074,negative
42075,positive
42076,negative
42077,negative
42078,negative
42079,positive
42080,positive
42081,negative
42082,negative
42083,negative
42084,negative
42085,negative
42086,negative
42087,negative
42088,positive
42089,negative
42090,positive
42091,positive
42092,negative
42093,positive
42094,positive
42095,positive
42096,negative
42097,negative
42098,negative
42099,negative
42100,negative
42101,positive
42102,negative
42103,negative
42104,positive
42105,negative
42106,negative
42107,negative
42108,positive
42109,negative
42110,positive
42111,negative
42112,negative
42113,negative
42114,negative
42115,negative
42116,negative
42117,positive
42118,negative
42119,negative
42120,positive
42121,positive
42122,positive
42123,negative
42124,positive
42125,negative
42126,positive
42127,positive
42128,negative
42129,positive
42130,positive
42131,positive
42132,positive
42133,positive
42134,positive
42135,negative
42136,negative
42137,positive
42138,negative
42139,negative
42140,positive
42141,positive
42142,positive
42143,positive
42144,positive
42145,positive
42146,negative
42147,negative
42148,positive
42149,positive
42150,negative
42151,positive
42152,positive
42153,positive
42154,positive
42155,negative
42156,positive
42157,positive
42158,negative
42159,negative
42160,positive
42161,negative
42162,negative
42163,positive
42164,negative
42165,negative
42166,positive
42167,negative
42168,positive
42169,positive
42170,positive
42171,negative
42172,negative
42173,negative
42174,negative
42175,positive
42176,positive
42177,negative
42178,positive
42179,negative
42180,negative
42181,positive
42182,positive
42183,negative
42184,negative
42185,negative
42186,negative
42187,positive
42188,negative
42189,positive
42190,negative
42191,negative
42192,negative
42193,negative
42194,negative
42195,positive
42196,negative
42197,negative
42198,negative
42199,positive
42200,positive
42201,positive
42202,positive
42203,negative
42204,negative
42205,positive
42206,negative
42207,negative
42208,negative
42209,positive
42210,negative
42211,positive
42212,negative
42213,positive
42214,positive
42215,negative
42216,negative
42217,positive
42218,positive
42219,negative
42220,positive
42221,negative
42222,positive
42223,negative
42224,positive
42225,positive
42226,negative
42227,negative
42228,positive
42229,negative
42230,negative
42231,negative
42232,positive
42233,negative
42234,positive
42235,negative
42236,negative
42237,negative
42238,positive
42239,negative
42240,negative
42241,negative
42242,negative
42243,positive
42244,negative
42245,positive
42246,positive
42247,negative
42248,negative
42249,negative
42250,negative
42251,positive
42252,positive
42253,positive
42254,negative
42255,negative
42256,positive
42257,positive
42258,positive
42259,positive
42260,negative
42261,negative
42262,negative
42263,negative
42264,negative
42265,negative
42266,negative
42267,negative
42268,negative
42269,positive
42270,negative
42271,negative
42272,negative
42273,negative
42274,positive
42275,negative
42276,negative
42277,positive
42278,negative
42279,positive
42280,positive
42281,negative
42282,negative
42283,positive
42284,positive
42285,negative
42286,positive
42287,positive
42288,positive
42289,negative
42290,negative
42291,negative
42292,negative
42293,negative
42294,negative
42295,negative
42296,positive
42297,negative
42298,negative
42299,negative
42300,positive
42301,positive
42302,positive
42303,positive
42304,positive
42305,positive
42306,negative
42307,positive
42308,positive
42309,positive
42310,negative
42311,positive
42312,negative
42313,negative
42314,negative
42315,negative
42316,negative
42317,positive
42318,positive
42319,negative
42320,negative
42321,positive
42322,positive
42323,negative
42324,positive
42325,negative
42326,positive
42327,negative
42328,negative
42329,positive
42330,positive
42331,positive
42332,negative
42333,negative
42334,negative
42335,positive
42336,negative
42337,positive
42338,negative
42339,positive
42340,negative
42341,negative
42342,negative
42343,negative
42344,positive
42345,positive
42346,negative
42347,negative
42348,negative
42349,negative
42350,negative
42351,positive
42352,positive
42353,negative
42354,positive
42355,negative
42356,positive
42357,positive
42358,negative
42359,positive
42360,positive
42361,negative
42362,positive
42363,positive
42364,positive
42365,positive
42366,positive
42367,positive
42368,positive
42369,negative
42370,positive
42371,negative
42372,positive
42373,negative
42374,positive
42375,positive
42376,negative
42377,negative
42378,negative
42379,negative
42380,positive
42381,positive
42382,positive
42383,negative
42384,negative
42385,positive
42386,positive
42387,negative
42388,positive
42389,positive
42390,negative
42391,negative
42392,negative
42393,positive
42394,negative
42395,positive
42396,negative
42397,negative
42398,negative
42399,negative
42400,negative
42401,positive
42402,negative
42403,negative
42404,positive
42405,positive
42406,positive
42407,positive
42408,negative
42409,positive
42410,positive
42411,positive
42412,negative
42413,positive
42414,positive
42415,positive
42416,positive
42417,negative
42418,negative
42419,positive
42420,positive
42421,negative
42422,negative
42423,positive
42424,positive
42425,positive
42426,positive
42427,negative
42428,negative
42429,positive
42430,positive
42431,negative
42432,positive
42433,positive
42434,negative
42435,negative
42436,negative
42437,positive
42438,negative
42439,negative
42440,negative
42441,positive
42442,negative
42443,negative
42444,negative
42445,negative
42446,positive
42447,negative
42448,negative
42449,negative
42450,negative
42451,positive
42452,positive
42453,positive
42454,negative
42455,negative
42456,positive
42457,positive
42458,positive
42459,negative
42460,positive
42461,negative
42462,positive
42463,positive
42464,negative
42465,positive
42466,positive
42467,positive
42468,positive
42469,negative
42470,negative
42471,negative
42472,negative
42473,negative
42474,positive
42475,negative
42476,positive
42477,positive
42478,negative
42479,negative
42480,positive
42481,negative
42482,positive
42483,positive
42484,negative
42485,positive
42486,negative
42487,positive
42488,negative
42489,positive
42490,positive
42491,negative
42492,positive
42493,positive
42494,negative
42495,positive
42496,negative
42497,positive
42498,positive
42499,positive
42500,positive
42501,negative
42502,negative
42503,positive
42504,negative
42505,negative
42506,negative
42507,positive
42508,positive
42509,negative
42510,negative
42511,positive
42512,positive
42513,negative
42514,negative
42515,negative
42516,positive
42517,positive
42518,positive
42519,negative
42520,positive
42521,positive
42522,positive
42523,positive
42524,negative
42525,positive
42526,positive
42527,negative
42528,positive
42529,positive
42530,negative
42531,negative
42532,positive
42533,positive
42534,positive
42535,positive
42536,positive
42537,positive
42538,positive
42539,positive
42540,negative
42541,positive
42542,negative
42543,positive
42544,negative
42545,negative
42546,negative
42547,positive
42548,positive
42549,positive
42550,negative
42551,positive
42552,positive
42553,positive
42554,negative
42555,negative
42556,positive
42557,positive
42558,negative
42559,negative
42560,positive
42561,positive
42562,negative
42563,negative
42564,positive
42565,negative
42566,positive
42567,negative
42568,negative
42569,positive
42570,negative
42571,negative
42572,negative
42573,positive
42574,positive
42575,positive
42576,negative
42577,negative
42578,positive
42579,positive
42580,negative
42581,positive
42582,negative
42583,positive
42584,positive
42585,positive
42586,negative
42587,negative
42588,negative
42589,positive
42590,positive
42591,negative
42592,negative
42593,positive
42594,positive
42595,negative
42596,negative
42597,negative
42598,positive
42599,negative
42600,negative
42601,positive
42602,positive
42603,positive
42604,positive
42605,negative
42606,positive
42607,positive
42608,negative
42609,positive
42610,positive
42611,positive
42612,positive
42613,positive
42614,positive
42615,positive
42616,positive
42617,negative
42618,negative
42619,negative
42620,positive
42621,negative
42622,negative
42623,positive
42624,positive
42625,negative
42626,positive
42627,negative
42628,negative
42629,negative
42630,positive
42631,positive
42632,negative
42633,positive
42634,positive
42635,positive
42636,negative
42637,positive
42638,positive
42639,negative
42640,negative
42641,negative
42642,positive
42643,positive
42644,positive
42645,positive
42646,negative
42647,negative
42648,negative
42649,negative
42650,negative
42651,positive
42652,negative
42653,negative
42654,positive
42655,negative
42656,negative
42657,positive
42658,negative
42659,negative
42660,negative
42661,negative
42662,positive
42663,positive
42664,negative
42665,negative
42666,positive
42667,positive
42668,positive
42669,positive
42670,positive
42671,positive
42672,negative
42673,positive
42674,negative
42675,negative
42676,positive
42677,negative
42678,positive
42679,negative
42680,positive
42681,negative
42682,negative
42683,positive
42684,positive
42685,positive
42686,positive
42687,negative
42688,positive
42689,negative
42690,positive
42691,positive
42692,positive
42693,positive
42694,positive
42695,positive
42696,positive
42697,positive
42698,positive
42699,positive
42700,negative
42701,positive
42702,negative
42703,negative
42704,negative
42705,positive
42706,positive
42707,positive
42708,positive
42709,positive
42710,positive
42711,negative
42712,positive
42713,negative
42714,negative
42715,negative
42716,negative
42717,positive
42718,negative
42719,positive
42720,negative
42721,positive
42722,negative
42723,negative
42724,negative
42725,positive
42726,positive
42727,negative
42728,negative
42729,negative
42730,positive
42731,negative
42732,negative
42733,positive
42734,negative
42735,negative
42736,positive
42737,negative
42738,positive
42739,negative
42740,negative
42741,positive
42742,positive
42743,negative
42744,negative
42745,positive
42746,positive
42747,negative
42748,negative
42749,negative
42750,positive
42751,negative
42752,negative
42753,positive
42754,positive
42755,negative
42756,negative
42757,positive
42758,negative
42759,positive
42760,negative
42761,negative
42762,negative
42763,negative
42764,positive
42765,negative
42766,negative
42767,positive
42768,negative
42769,positive
42770,negative
42771,negative
42772,negative
42773,negative
42774,positive
42775,negative
42776,positive
42777,positive
42778,negative
42779,negative
42780,positive
42781,negative
42782,negative
42783,negative
42784,negative
42785,negative
42786,negative
42787,positive
42788,positive
42789,negative
42790,positive
42791,negative
42792,positive
42793,negative
42794,positive
42795,positive
42796,negative
42797,negative
42798,positive
42799,positive
42800,negative
42801,positive
42802,negative
42803,negative
42804,positive
42805,negative
42806,positive
42807,negative
42808,positive
42809,positive
42810,negative
42811,positive
42812,positive
42813,negative
42814,negative
42815,positive
42816,positive
42817,negative
42818,positive
42819,positive
42820,positive
42821,positive
42822,positive
42823,negative
42824,positive
42825,positive
42826,negative
42827,negative
42828,positive
42829,negative
42830,positive
42831,positive
42832,negative
42833,positive
42834,negative
42835,positive
42836,positive
42837,positive
42838,negative
42839,negative
42840,negative
42841,negative
42842,positive
42843,negative
42844,negative
42845,positive
42846,positive
42847,positive
42848,negative
42849,negative
42850,positive
42851,negative
42852,negative
42853,positive
42854,positive
42855,positive
42856,positive
42857,positive
42858,positive
42859,positive
42860,negative
42861,positive
42862,negative
42863,positive
42864,negative
42865,negative
42866,positive
42867,positive
42868,positive
42869,positive
42870,negative
42871,positive
42872,negative
42873,positive
42874,negative
42875,positive
42876,negative
42877,positive
42878,positive
42879,negative
42880,negative
42881,negative
42882,positive
42883,positive
42884,positive
42885,positive
42886,positive
42887,negative
42888,positive
42889,positive
42890,negative
42891,negative
42892,negative
42893,positive
42894,positive
42895,negative
42896,positive
42897,negative
42898,negative
42899,negative
42900,negative
42901,positive
42902,positive
42903,negative
42904,positive
42905,positive
42906,negative
42907,negative
42908,positive
42909,positive
42910,negative
42911,positive
42912,negative
42913,positive
42914,negative
42915,positive
42916,negative
42917,positive
42918,positive
42919,positive
42920,negative
42921,negative
42922,negative
42923,negative
42924,negative
42925,negative
42926,negative
42927,negative
42928,positive
42929,positive
42930,positive
42931,negative
42932,negative
42933,negative
42934,negative
42935,negative
42936,negative
42937,positive
42938,negative
42939,positive
42940,negative
42941,negative
42942,positive
42943,negative
42944,negative
42945,negative
42946,negative
42947,positive
42948,negative
42949,negative
42950,negative
42951,negative
42952,positive
42953,negative
42954,positive
42955,negative
42956,negative
42957,negative
42958,positive
42959,negative
42960,positive
42961,positive
42962,positive
42963,positive
42964,positive
42965,negative
42966,negative
42967,positive
42968,positive
42969,positive
42970,negative
42971,positive
42972,negative
42973,negative
42974,negative
42975,negative
42976,positive
42977,positive
42978,negative
42979,positive
42980,positive
42981,negative
42982,positive
42983,negative
42984,positive
42985,negative
42986,negative
42987,negative
42988,positive
42989,negative
42990,positive
42991,negative
42992,negative
42993,positive
42994,positive
42995,negative
42996,negative
42997,positive
42998,positive
42999,positive
43000,positive
43001,negative
43002,positive
43003,positive
43004,negative
43005,positive
43006,negative
43007,positive
43008,positive
43009,negative
43010,positive
43011,negative
43012,negative
43013,positive
43014,positive
43015,negative
43016,positive
43017,negative
43018,positive
43019,negative
43020,negative
43021,negative
43022,negative
43023,negative
43024,negative
43025,negative
43026,negative
43027,negative
43028,negative
43029,negative
43030,negative
43031,negative
43032,positive
43033,negative
43034,negative
43035,positive
43036,positive
43037,positive
43038,negative
43039,positive
43040,positive
43041,positive
43042,positive
43043,negative
43044,positive
43045,positive
43046,negative
43047,positive
43048,positive
43049,negative
43050,negative
43051,negative
43052,positive
43053,positive
43054,negative
43055,positive
43056,positive
43057,positive
43058,positive
43059,negative
43060,negative
43061,positive
43062,negative
43063,positive
43064,negative
43065,negative
43066,positive
43067,negative
43068,positive
43069,negative
43070,positive
43071,negative
43072,negative
43073,negative
43074,positive
43075,positive
43076,positive
43077,negative
43078,negative
43079,positive
43080,positive
43081,negative
43082,negative
43083,positive
43084,positive
43085,negative
43086,negative
43087,negative
43088,negative
43089,positive
43090,negative
43091,negative
43092,positive
43093,positive
43094,positive
43095,negative
43096,negative
43097,positive
43098,positive
43099,negative
43100,positive
43101,negative
43102,negative
43103,negative
43104,positive
43105,positive
43106,negative
43107,negative
43108,positive
43109,negative
43110,positive
43111,positive
43112,negative
43113,negative
43114,negative
43115,positive
43116,positive
43117,positive
43118,positive
43119,negative
43120,positive
43121,negative
43122,negative
43123,negative
43124,negative
43125,positive
43126,positive
43127,positive
43128,positive
43129,negative
43130,negative
43131,positive
43132,positive
43133,negative
43134,negative
43135,negative
43136,positive
43137,negative
43138,negative
43139,negative
43140,negative
43141,positive
43142,negative
43143,positive
43144,positive
43145,negative
43146,positive
43147,negative
43148,positive
43149,negative
43150,negative
43151,negative
43152,positive
43153,negative
43154,negative
43155,positive
43156,negative
43157,positive
43158,positive
43159,negative
43160,positive
43161,positive
43162,positive
43163,positive
43164,positive
43165,positive
43166,positive
43167,negative
43168,positive
43169,positive
43170,positive
43171,negative
43172,positive
43173,positive
43174,positive
43175,positive
43176,positive
43177,negative
43178,positive
43179,negative
43180,positive
43181,positive
43182,positive
43183,positive
43184,positive
43185,positive
43186,positive
43187,negative
43188,negative
43189,positive
43190,positive
43191,positive
43192,positive
43193,positive
43194,positive
43195,negative
43196,positive
43197,negative
43198,positive
43199,positive
43200,positive
43201,negative
43202,negative
43203,negative
43204,negative
43205,negative
43206,negative
43207,negative
43208,negative
43209,negative
43210,negative
43211,positive
43212,positive
43213,positive
43214,negative
43215,negative
43216,negative
43217,negative
43218,negative
43219,negative
43220,positive
43221,negative
43222,positive
43223,positive
43224,positive
43225,positive
43226,positive
43227,negative
43228,negative
43229,negative
43230,positive
43231,positive
43232,positive
43233,negative
43234,positive
43235,positive
43236,negative
43237,negative
43238,positive
43239,positive
43240,negative
43241,negative
43242,negative
43243,positive
43244,negative
43245,negative
43246,positive
43247,negative
43248,negative
43249,positive
43250,positive
43251,negative
43252,positive
43253,negative
43254,positive
43255,negative
43256,negative
43257,negative
43258,positive
43259,positive
43260,negative
43261,negative
43262,positive
43263,positive
43264,negative
43265,negative
43266,positive
43267,negative
43268,positive
43269,positive
43270,positive
43271,positive
43272,negative
43273,positive
43274,positive
43275,negative
43276,positive
43277,negative
43278,negative
43279,positive
43280,negative
43281,negative
43282,negative
43283,positive
43284,positive
43285,positive
43286,positive
43287,negative
43288,positive
43289,negative
43290,negative
43291,positive
43292,negative
43293,positive
43294,negative
43295,positive
43296,negative
43297,negative
43298,positive
43299,negative
43300,positive
43301,negative
43302,positive
43303,positive
43304,negative
43305,negative
43306,negative
43307,positive
43308,negative
43309,negative
43310,positive
43311,positive
43312,positive
43313,negative
43314,negative
43315,negative
43316,positive
43317,negative
43318,positive
43319,negative
43320,positive
43321,positive
43322,positive
43323,negative
43324,positive
43325,positive
43326,negative
43327,negative
43328,positive
43329,negative
43330,positive
43331,negative
43332,positive
43333,positive
43334,negative
43335,positive
43336,negative
43337,positive
43338,positive
43339,negative
43340,positive
43341,positive
43342,positive
43343,positive
43344,negative
43345,negative
43346,positive
43347,positive
43348,negative
43349,positive
43350,negative
43351,negative
43352,positive
43353,negative
43354,positive
43355,positive
43356,positive
43357,negative
43358,negative
43359,negative
43360,positive
43361,positive
43362,negative
43363,negative
43364,negative
43365,positive
43366,negative
43367,positive
43368,positive
43369,negative
43370,positive
43371,positive
43372,negative
43373,negative
43374,positive
43375,negative
43376,positive
43377,positive
43378,negative
43379,negative
43380,negative
43381,positive
43382,negative
43383,positive
43384,negative
43385,positive
43386,positive
43387,positive
43388,positive
43389,negative
43390,negative
43391,positive
43392,negative
43393,negative
43394,positive
43395,negative
43396,positive
43397,positive
43398,positive
43399,positive
43400,positive
43401,positive
43402,positive
43403,negative
43404,positive
43405,positive
43406,positive
43407,positive
43408,negative
43409,negative
43410,positive
43411,negative
43412,negative
43413,positive
43414,positive
43415,negative
43416,negative
43417,positive
43418,positive
43419,positive
43420,negative
43421,negative
43422,negative
43423,positive
43424,positive
43425,positive
43426,negative
43427,positive
43428,positive
43429,negative
43430,negative
43431,positive
43432,negative
43433,positive
43434,positive
43435,negative
43436,negative
43437,positive
43438,positive
43439,positive
43440,negative
43441,positive
43442,positive
43443,negative
43444,negative
43445,negative
43446,negative
43447,positive
43448,negative
43449,positive
43450,positive
43451,negative
43452,negative
43453,negative
43454,negative
43455,negative
43456,negative
43457,positive
43458,negative
43459,negative
43460,negative
43461,positive
43462,negative
43463,positive
43464,negative
43465,negative
43466,positive
43467,negative
43468,negative
43469,negative
43470,negative
43471,negative
43472,positive
43473,positive
43474,negative
43475,negative
43476,positive
43477,positive
43478,positive
43479,positive
43480,positive
43481,positive
43482,negative
43483,positive
43484,positive
43485,negative
43486,positive
43487,negative
43488,positive
43489,positive
43490,negative
43491,positive
43492,negative
43493,positive
43494,negative
43495,positive
43496,negative
43497,positive
43498,positive
43499,negative
43500,negative
43501,positive
43502,positive
43503,positive
43504,positive
43505,negative
43506,negative
43507,positive
43508,negative
43509,positive
43510,negative
43511,negative
43512,positive
43513,positive
43514,negative
43515,negative
43516,negative
43517,positive
43518,positive
43519,positive
43520,negative
43521,positive
43522,positive
43523,positive
43524,positive
43525,positive
43526,positive
43527,negative
43528,positive
43529,positive
43530,positive
43531,positive
43532,negative
43533,negative
43534,positive
43535,positive
43536,negative
43537,negative
43538,positive
43539,negative
43540,positive
43541,positive
43542,positive
43543,negative
43544,positive
43545,positive
43546,negative
43547,negative
43548,positive
43549,negative
43550,positive
43551,positive
43552,positive
43553,negative
43554,positive
43555,positive
43556,positive
43557,positive
43558,positive
43559,positive
43560,negative
43561,negative
43562,negative
43563,positive
43564,positive
43565,positive
43566,negative
43567,positive
43568,negative
43569,positive
43570,positive
43571,positive
43572,negative
43573,positive
43574,negative
43575,negative
43576,positive
43577,negative
43578,positive
43579,positive
43580,positive
43581,negative
43582,negative
43583,positive
43584,negative
43585,positive
43586,positive
43587,positive
43588,negative
43589,positive
43590,positive
43591,negative
43592,positive
43593,positive
43594,positive
43595,negative
43596,negative
43597,positive
43598,negative
43599,negative
43600,negative
43601,positive
43602,negative
43603,positive
43604,positive
43605,negative
43606,negative
43607,negative
43608,positive
43609,negative
43610,positive
43611,negative
43612,negative
43613,negative
43614,negative
43615,positive
43616,negative
43617,negative
43618,negative
43619,positive
43620,positive
43621,negative
43622,positive
43623,negative
43624,positive
43625,negative
43626,positive
43627,negative
43628,negative
43629,negative
43630,positive
43631,positive
43632,positive
43633,positive
43634,positive
43635,negative
43636,negative
43637,positive
43638,negative
43639,positive
43640,negative
43641,negative
43642,negative
43643,negative
43644,positive
43645,positive
43646,positive
43647,negative
43648,positive
43649,negative
43650,positive
43651,negative
43652,negative
43653,positive
43654,negative
43655,positive
43656,negative
43657,negative
43658,negative
43659,positive
43660,negative
43661,positive
43662,positive
43663,positive
43664,positive
43665,positive
43666,positive
43667,positive
43668,negative
43669,negative
43670,positive
43671,positive
43672,positive
43673,positive
43674,negative
43675,positive
43676,negative
43677,negative
43678,positive
43679,positive
43680,negative
43681,positive
43682,positive
43683,positive
43684,negative
43685,positive
43686,positive
43687,negative
43688,negative
43689,negative
43690,negative
43691,positive
43692,positive
43693,negative
43694,positive
43695,negative
43696,negative
43697,positive
43698,positive
43699,positive
43700,positive
43701,negative
43702,negative
43703,negative
43704,positive
43705,negative
43706,positive
43707,negative
43708,positive
43709,positive
43710,positive
43711,negative
43712,positive
43713,positive
43714,positive
43715,negative
43716,positive
43717,negative
43718,negative
43719,negative
43720,positive
43721,positive
43722,negative
43723,positive
43724,positive
43725,negative
43726,positive
43727,positive
43728,positive
43729,positive
43730,negative
43731,negative
43732,negative
43733,negative
43734,negative
43735,positive
43736,negative
43737,positive
43738,negative
43739,positive
43740,positive
43741,negative
43742,negative
43743,positive
43744,positive
43745,negative
43746,positive
43747,negative
43748,negative
43749,negative
43750,negative
43751,negative
43752,positive
43753,negative
43754,positive
43755,positive
43756,positive
43757,positive
43758,negative
43759,positive
43760,positive
43761,positive
43762,positive
43763,negative
43764,negative
43765,positive
43766,negative
43767,negative
43768,negative
43769,positive
43770,negative
43771,positive
43772,positive
43773,positive
43774,negative
43775,positive
43776,positive
43777,positive
43778,negative
43779,positive
43780,negative
43781,negative
43782,positive
43783,positive
43784,positive
43785,positive
43786,positive
43787,positive
43788,positive
43789,positive
43790,negative
43791,negative
43792,negative
43793,positive
43794,positive
43795,positive
43796,positive
43797,positive
43798,positive
43799,negative
43800,negative
43801,negative
43802,positive
43803,negative
43804,positive
43805,negative
43806,positive
43807,negative
43808,positive
43809,positive
43810,negative
43811,negative
43812,negative
43813,positive
43814,positive
43815,positive
43816,positive
43817,negative
43818,positive
43819,positive
43820,positive
43821,negative
43822,positive
43823,negative
43824,positive
43825,positive
43826,positive
43827,negative
43828,positive
43829,negative
43830,positive
43831,negative
43832,positive
43833,negative
43834,negative
43835,positive
43836,positive
43837,positive
43838,positive
43839,negative
43840,positive
43841,negative
43842,negative
43843,positive
43844,positive
43845,positive
43846,positive
43847,negative
43848,positive
43849,negative
43850,negative
43851,negative
43852,negative
43853,positive
43854,negative
